"Name","Description","Location"
"BEDLOAD","Calculates the bedload transport rates and weights per unit area for each size-density. NB. Bedload transport of different size-densities is proportioned according to the volumes in the bed.","https://github.com/csdms-contrib/midas"
"HydroTrend","HydroTrend v.3.0 is a climate-driven hydrological water balance and transport model that simulates water discharge and sediment load at a river outlet.","https://github.com/kettner/hydrotrend"
"Anuga","ANUGA is a hydrodynamic modelling tool that allows users to model realistic flow problems in complex 2D geometries. Examples include dam breaks or the effects of natural hazards such as riverine flooding, storm surges and tsunami. The user must specify a study area represented by a mesh of triang...","https://sourceforge.net/projects/anuga/"
"SVELA","Calculates shear velocity associated with grain roughness","https://github.com/csdms-contrib/midas"
"TopoFlow-Saturated Zone-Darcy Layers","This process component is part of a spatially-distributed hydrologic model called TopoFlow, but it can now be used as a stand-alone model.","https://github.com/peckhams/topoflow"
"CAM-CARMA","I am developing a recent adaptation of CAM 3.0 that has been converted to Titan by Friedson et al. at JPL. I am adding the aerosol microphysics from CARMA.","http://www.ccsm.ucar.edu/models/atm-cam/"
"GNE","A multi-element (N, P, Si, C), multi-form (particulate, dissolved, organic, inorganic) set of biogeochemical sub-models that predicts annual river exports to the coast as a function of basin-aggregated natural and human impact characteristics; GNE is a generic framework used to run the basin models.","http://www.marine.rutgers.edu/globalnews/GNE/"
"AgDegNormal","This workbook computes 1D bed variation in rivers due to differential sediment transport. The sediment is assumed to be uniform with size D. All sediment transport is assumed to occur in a specified fraction of time during which the river is in flood, specified by an intermittency. A Manning-Stri...","https://github.com/csdms-contrib/stm"
"WACCM-EE","I am developing a GCM based on NCAR's WACCM model to studied the climate of the ancient Earth. WACCM has been linked with a microphysical model (CARMA). Some important issues to be examined are the climate of the ancient Earth in light of the faint young Sun, reducing chemistry of the early atmos...","http://www.cesm.ucar.edu/working_groups/WACCM/"
"PHREEQC","PHREEQC implements several types of aqueous models: two ion-association aqueous models (the Lawrence Livermore National Laboratory model and WATEQ4F), a Pitzer specific-ion-interaction aqueous model, and the SIT (Specific ion Interaction Theory) aqueous model. Using any of these aqueous models, P...","http://wwwbrr.cr.usgs.gov/projects/GWC_coupled/phreeqc/"
"OceanWaves","Calculate wave-generated bottom orbital velocities from measured surface wave parameters. Also permits calculation of surface wave spectra from wind conditions, from which bottom orbital velocities can be determined.","https://github.com/csdms-contrib/oceanwaves"
"FTCS2D","Initial metadata was retrieved from http://csdms.colorado.edu/wiki/Model:FTCS2D","https://github.com/csdms-contrib/ftcs2d"
"TopoFlow-Channels-Diffusive Wave","This process component is part of a spatially-distributed hydrologic model called TopoFlow, but it can now be used as a stand-alone model. It uses the "diffusive wave" method to compute flow velocities for all of the channels in a D8-based river network. This method includes a pressure gradient t...","https://github.com/peckhams/topoflow"
"DeltaNorm","Calculator for 1D Subaerial Fluvial Fan-Delta with Channel of Constant Width. This model assumes a narrowly channelized 1D fan-delta prograding into standing water. The model uses a single grain size D, a generic total bed material load relation and a constant bed resistance coefficient. The chan...","https://github.com/csdms-contrib/stm"
"AquaTellUs","AquaTellUs models fluvial-dominated delta sedimentation. AquaTellUS uses a nested model approach; a 2D longitudinal profiles, embedded as a dynamical flowpath in a 3D grid-based space. A main channel belt is modeled as a 2D longitudinal profile that responds dynamically to changes in discharge, s...","https://github.com/csdms-contrib/aquatellus"
"TopoFlow-Infiltration-Green-Ampt","This process component is part of a spatially-distributed hydrologic model called TopoFlow, but it can now be used as a stand-alone model.","https://github.com/peckhams/topoflow"
"SubsidingFan","Calculation of Sediment Deposition in a Fan-Shaped Basin, undergoing Piston-Style Subsidence","https://github.com/csdms-contrib/stm"
"DeltaBW","Calculator for 1D Subaerial Fluvial Fan-Delta with Channel of Constant Width. This model assumes a narrowly channelized 1D fan-delta prograding into standing water. The model uses a single grain size D, a generic total bed material load relation and a constant bed resistance coefficient. The chan...","https://github.com/csdms-contrib/stm"
"Bedrock Fault Scarp","The code computes the formation of a hillslope profile above an active normal fault. It represents the hillslope as a set of points with vertical and horizontal (fault-perpendicular) coordinates. Points move due to a prescribed erosion rate (which may vary in time) and due to offset during earthq...","https://github.com/csdms-contrib/bedrock_fault_scarp"
"OTEQ","One-Dimensional Transport with Equilibrium Chemistry (OTEQ):
A Reactive Transport Model for Streams and Rivers

OTEQ is a mathematical simulation model used to characterize the fate and transport of waterborne solutes in streams and rivers. The model is formed by coupling a solute transport model...","http://water.usgs.gov/software/OTEQ/"
"Subside","1D and 2D flexure model","https://github.com/mcflugen/sedflux"
"ParFlow","ParFlow is an open-source, object-oriented, parallel watershed flow model. It includes fully-integrated overland flow, the ability to simulate complex topography, geology and heterogeneity and coupled land-surface processes including the land-energy budget, biogeochemistry and snow (via CLM). It ...","http://inside.mines.edu/~rmaxwell/maxwell_software.shtml"
"Sedtrans05","Sedtrans05 is a sediment transport model for continental shelf and estuaries. It predicts the sediment transport at one location as function water depth, sediment type, current and waves (single point model). It can be used as sediment transport module for larger 2D models.

Five different transp...","http://labsedim.uqar.ca/sedtrans05"
"BatTri","BATTRI does the mesh editing, bathymetry incorporation and interpolation, provides the grid generation and refinement properties, prepares the input file to Triangle and visualizes and saves the created grid.","http://www-nml.dartmouth.edu/Software/battri/"
"SIGNUM","SIGNUM (Simple Integrated Geomorphological Numerical Model) is a TIN-based landscape evolution model: it is capable of simulating sediment transport and erosion by river flow at different space and time scales. It is a multi-process numerical model written in the Matlab high level programming env...","https://sites.google.com/site/spqggroup/software"
"STVENANT","Predicts 1D, unsteady, nonlinear, gradually varied flow","https://github.com/csdms-contrib/stvenant"
"SteadyStateAg","This program implements the calculation for steady-state aggradation of a sand-bed river in response to sea level rise at a constant rate, as outlined in Chapter 25 of the e-book.","https://github.com/csdms-contrib/stm"
"FractionalNoises1D","Initial metadata was retrieved from http://csdms.colorado.edu/wiki/Model:FractionalNoises1D","https://github.com/csdms-contrib/fractionalnoises1d"
"Flex2D-ADI","Initial metadata was retrieved from http://csdms.colorado.edu/wiki/Model:Flex2D-ADI","https://github.com/csdms-contrib/flex2d-adi"
"SBM","The Sorted Bedform Model (SBM) addresses the formation mechanism for sorted bedforms present on inner continental shelf environments.","https://github.com/csdms-contrib/sbm"
"WAVEREF","A wave refraction program","https://github.com/csdms-contrib/waveref"
"GISKnickFinder","This is a tool that I created to help find knickpoints based on the curvature of a landscape. It provides information about a stream including, knickpoint locations, Elevation/distance that can be used to create longitudinal profiles, XYvalues of all the cells in a stream path, etc. The tool uses...","https://github.com/csdms-contrib/gisknickfinder"
"TopoFlow-Evaporation-Read File","This process component is part of a spatially-distributed hydrologic model called TopoFlow, but it can now be used as a stand-alone model.","https://github.com/peckhams/topoflow"
"HSPF","Hydrological Simulation Program - FORTRAN (HSPF) is a comprehensive package
for simulation of watershed hydrology and water quality for both conventional
and toxic organic pollutants (1,2).  This model can simulate the hydrologic,
and associated water quality, processes on pervious and impervious...","http://www.epa.gov/ceampubl/swater/hspf/"
"AlluvStrat","Generates alluvial stratigraphy by channel migration and avulsion. Channel migration is handled via a random walk. Avulsions occur when the channel superelevates. Channels can create levees. Post-avulsion channel locations chosen at random, or based on topography.","https://github.com/awickert/alluvstrat"
"TopoFlow-Data-HIS","HIS is an internet-based system for sharing hydrologic data. It is comprised of databases and servers, connected through web services, to client applications, allowing for the publication, discovery and access of data.","https://github.com/peckhams/topoflow"
"SWMM","The EPA Storm Water Management Model (SWMM) is a dynamic rainfall-runoff simulation model used for single event or long-term (continuous) simulation of runoff quantity and quality from primarily urban areas. The runoff component of SWMM operates on a collection of subcatchment areas that receive ...","http://www.epa.gov/nrmrl/wswrd/wq/models/swmm/index.htm#Description"
"BedrockAlluvialTransition","This program computes fluvial aggradation/degradation with a bedrock-alluvial transition. The bedrock-alluvial transition is located at a point sba(t) which is free to change in time. A bedrock basement channel with slope Sb is exposed from x = 0 to sba(t); it is covered with alluvium from x = sb...","https://github.com/csdms-contrib/stm"
"GFlex","Initial metadata was retrieved from http://csdms.colorado.edu/wiki/Model:GFlex","https://github.com/awickert/gFlex"
"MFDrouting-Successive","Initial metadata was retrieved from http://csdms.colorado.edu/wiki/Model:MFDrouting-Successive","https://github.com/csdms-contrib/mfdrouting-successive"
"TopoFlow-Snowmelt-Degree-Day","This process component is part of a spatially-distributed hydrologic model called TopoFlow, but it can now be used as a stand-alone model.","https://github.com/peckhams/topoflow"
"CEM","The Coastline Evolution Model (CEM) addresses predominately sandy, wave-dominated coastlines on time-scales ranging from years to millenia and on spatial scales ranging from kilometers to hundreds of kilometers. Shoreline evolution results from gradients in wave-driven alongshore sediment transpo...","http://csdms.colorado.edu/pub/models/doi-source-code/cem-10.1594.IEDA.100100-0.1.tar.gz"
"ModelParameterDictionary","The Model Parameter Dictionary is a tool for numerical modelers to
easily read and access model parameters from a simple formatted 
input (text) file. Each parameter has a KEY, which identifies the
parameter, and a VALUE, which can be a number or a string. A
ModelParameterDictionary object reads ...","https://github.com/csdms-contrib/modelparameterdictionary"
"SurfaceRoughness","This tool can be used to map out areas of hillslopes where the emergence of bedrock drives an increase in surface roughness.  The tool requires an input DEM in float format and will output the rasters, also in float format, for three eigenvectors that together describe the distribution of normal ...","https://github.com/csdms-contrib/SurfaceRoughness"
"SLEPIAN Bravo","Routines pertaining to the paper published as: doi: 10.1111/j.1365-246X.2006.03065.x","https://github.com/csdms-contrib/slepian_bravo"
"GSFLOW","GSFLOW was a coupled model based on the integration of the U.S. Geological Survey Precipitation-Runoff Modeling System (PRMS, Leavesley and others, 1983) and the U.S. Geological Survey Modular Groundwater Flow Model(MODFLOW-2005, Harbaugh, 2005). It was developed to simulate coupled groundwater/s...","http://water.usgs.gov/nrp/gwsoftware/gsflow/gsflow.html"
"PsHIC","Calculate the hypsometric integral for each pixel at the catchment. Each pixel is considered a local outlet and the hypsometric integral is calculated according to the characteristics of its contributing area.","https://github.com/csdms-contrib/pshic"
"UEB","The Utah Energy Balance (UEB) snow model is an energy balance snowmelt model developed by David Tarboton's research group, first in 1994, and updated over the years. The model uses a lumped representation of the snowpack and keeps track of water and energy balance. The model is driven by inputs o...","https://bitbucket.org/dtarb/ueb/overview"
"AgDegNormGravMixSubPW","This program computes the time evolution of the long profile of a river of constant width carrying a mixture of gravel sizes, the downstream end of which has a prescribed elevation.","https://github.com/csdms-contrib/stm"
"Fourier-Bessel-integration","Initial metadata was retrieved from http://csdms.colorado.edu/wiki/Model:Fourier-Bessel-integration","https://github.com/csdms-contrib/fourier-bessel-integration"
"Cliffs","Cliffs features: 
Shallow-Water approximation;
Use of Cartesian or spherical (lon/lat) coordinates;
1D and 2D configurations;
Structured co-located grid with (optionally) varying spacing;
Run-up on land;
Initial conditions or boundary forcing;
Grid nesting with one-way coupling;
Parallelized with...","https://github.com/Delta-function/cliffs-src.git"
"Symphonie","Initial metadata was retrieved from http://csdms.colorado.edu/wiki/Model:Symphonie","http://sirocco.omp.obs-mip.fr/outils/Symphonie/Sources/SymphonieSource.htm"
"XBeach","Xbeach is a two-dimensional model for wave propagation, long waves and mean flow, sediment transport and morphological changes of the nearshore area, beaches, dunes and backbarrier during storms. It is a public-domain model that has been developed with funding and support by the US Army Corps of ...","https://svn.oss.deltares.nl/repos/xbeach/trunk"
"AgDegBW","This program computes 1D bed variation in rivers due to differential sediment transport. The sediment is assumed to be uniform with size D. All sediment transport is assumed to occur in a specified fraction of time during which the river is in flood, specified by an intermittency. A Manning-Stric...","https://github.com/csdms-contrib/stm"
"OpenFOAM","OpenFOAM (Open Field Operation and Manipulation) is a toolbox for the development of customized numerical solvers, and pre-/post-processing utilities for the solution of continuum mechanics problems, including computational fluid dynamics.","http://www.openfoam.org/download/"
"Cyclopath","A 2D or 3D model of carbonate sediment production and transport that generates high-frequency platform top auto and allocycles as well as various aspects of large scale platform geomtry","https://github.com/csdms-contrib/cyclopath"
"TURBINS","TURBINS, a highly parallel modular code written in C, is capable of modeling gravity and turbidity currents interacting with complex topographies in two and three dimensions. Accurate treatment of the complex geometry, implementation of an efficient and scalable parallel solver, i.e. multigrid so...","https://github.com/csdms-contrib/turbins"
"SLEPIAN Charlie","Routines pertaining to the paper published as: doi: 10.1111/j.1365-246X.2008.03854.x","https://github.com/csdms-contrib/slepian_charlie"
"Delft3D","wave-current interaction, (non) hydrostatic flow (2D/3D), salinity, temperature, (non) cohesive sediment transport, morphology, bed stratigraphy, water quality, ecology, structures & control, particle tracking, curvilinear multi-domain mesh in cartesian or spheric coord., online visualization, GUI.","http://oss.deltares.nl/web/opendelft3d/home"
"MARM5D","Simulates soil evolution on three spatial dimensions, explicit particle size distribution and temporal dimension (hence 5D prefix) as a function of:
1. Bedrock and soil physical weathering;
2. Sediment transport by overland flow;
3. Soil Creep (diffusion);
4. Aeolian deposition.","https://github.com/csdms-contrib/marm5d"
"WBM-WTM","Gridded water balance model using climate input forcings that calculate surface and subsurface runoff and ground water recharge for each grid cell. The surface and subsurface runoff is propagated horizontally along a prescribed gridded network using Musking type horizontal transport.","https://github.com/bmfekete/WBMplus"
"2DFLOWVEL","2D unsteady nonlinear tidal & wind-driven coastal circulation","https://github.com/csdms-contrib/2dflowvel"
"TELEMAC","The TELEMAC system is a powerful integrated modeling tool for use in the field of free-surface flows. The various simulation modules use high-capacity algorithms based on the finite-element method. Space is discretised in the form of an unstructured grid of triangular elements, which means that i...","http://www.opentelemac.org/"
"StreamPower","Initial metadata was retrieved from http://csdms.colorado.edu/wiki/Model:StreamPower","https://github.com/csdms-contrib/streampower"
"GMODEL","A linear, shallow water (1.5 layer) model of the equatorial Pacific in the domain 30S-30N, 122E-292E on a 2x1 degree grid with realistic boundaries. The only dynamical field is thermocline depth. From this field the SST is computed with a simple SST-equation that is valid only in the eastern Paci...","http://www.knmi.nl/onderzk/CKO/gmodel.html"
"SWAT","SWAT is the acronym for Soil and Water Assessment Tool, a river basin, or watershed, scale model developed by Dr. Jeff Arnold for the USDA Agricultural Research Service (ARS). SWAT was developed to predict the impact of land management practices on water, sediment and agricultural chemical yields...","http://swatmodel.tamu.edu/"
"TwoPhaseEulerSedFoam","A multi-dimensional numerical model for sediment transport based on the two-phase
flow formulation is developed. With closures of particle stresses and fluid-particle interaction,
the model is able to resolve processes in the concentrated region of sediment
transport and hence does not require co...","https://github.com/csdms-contrib/twophaseeulersedfoam"
"SLEPIAN Alpha","Routines pertaining to the paper published as: doi: 10.1137/S0036144504445765","https://github.com/csdms-contrib/slepian_alpha"
"GEOMBEST","GEOMBEST is a morphological-behaviour model that simulates the evolution of coastal morphology and stratigraphy resulting from changes in sea level and sediment volume within the shoreface, barrier, and estuary.","https://github.com/csdms-contrib/geombest"
"PSTSWM","PSTSWM is a message-passing benchmark code and parallel algorithm testbed that solves the nonlinear shallow water equations on a rotating sphere using the spectral transform method. It is a parallel implementation of STSWM to generate reference solutions for the shallow water test cases.","http://www.csm.ornl.gov/chammp/pstswm/index.html"
"CMFT","One dimensional model for the coupled long-term evolution of salt marshes and tidal flats. The model framework includes tidal currents, wind waves, sediment erosion and deposition, as well as the effect of vegetation on sediment dynamics. The model is used to explore the evolution of the marsh bo...","https://github.com/csdms-contrib/cmft"
"Avulsion","Model stream avulsion as random walk","https://github.com/mcflugen/sedflux"
"FTCS2D-TerraceDiffusion","Initial metadata was retrieved from http://csdms.colorado.edu/wiki/Model:FTCS2D-TerraceDiffusion","https://github.com/csdms-contrib/ftcs2d-terracediffusion"
"FractionalNoises2D","Initial metadata was retrieved from http://csdms.colorado.edu/wiki/Model:FractionalNoises2D","https://github.com/csdms-contrib/fractionalnoises2d"
"TopoFlow-Infiltration-Smith-Parlange","This process component is part of a spatially-distributed hydrologic model called TopoFlow, but it can now be used as a stand-alone model.","https://github.com/peckhams/topoflow"
"GISS AOM","The Atmosphere-Ocean Model is a computer program that simulates the Earth's climate in three dimensions on a gridded domain. The Model requires two kinds of input, specified parameters and prognostic variables, and generates two kinds of output, climate diagnostics and prognostic variables. The s...","http://aom.giss.nasa.gov/code4x3.html"
"DROG3D","DROG3D tracks passive drogues with given harmonic velocity field(s) in a 3-D finite element mesh","http://www-nml.dartmouth.edu/Software/drog3d/"
"RiverWFRisingBaseLevelNormal","This program is a companion to the program SteadyStateAg, which computes the steady-state aggradation of a river with a specified base level rise at the downstream end. This program computes the time evolution toward steady-state aggradation.

The calculation assumes a specified, constant Chezy r...","https://github.com/csdms-contrib/stm"
"SuspSedDensityStrat","Calculation of Density Stratification Effects Associated with Suspended Sediment in Open Channels.

This program calculates the effect of sediment self-stratification on the streamwise velocity and suspended sediment concentration profiles in open-channel flow.

Two options are given. Either the ...","https://github.com/csdms-contrib/stm"
"Eolian Dune Model","Initial metadata was retrieved from http://csdms.colorado.edu/wiki/Model:Eolian_Dune_Model","https://github.com/csdms-contrib/eolian_dune_model"
"MODFLOW","MODFLOW is a three-dimensional finite-difference ground-water model that was first published in 1984. It has a modular structure that allows it to be easily modified to adapt the code for a particular application.  Many new capabilities have been added to the original model.  OFR 00-92 (complete ...","http://water.usgs.gov/nrp/gwsoftware/modflow2000/modflow2000.html"
"QUODDY","The model is three-dimensional and fully nonlinear with a free surface, incorporates advanced turbulence closure, and operates in tidal time. Variable horizontal and vertical resolution are facilitated by the use of unstructured meshes of linear triangles in the horizontal, and structured linear ...","http://www-nml.dartmouth.edu/Software/quoddy/"
"RouseVanoniEquilibrium","Rouse-Vanoni Equilibrium Suspended Sediment Profile Calculator","https://github.com/csdms-contrib/stm"
"GravelSandTransition","This model calculates the long profile of a river with a gravel-sand transition. The model uses two grain sizes: size Dg for gravel and size Ds for sand. The river is assumed to be in flood for the fraction of time Ifg for the gravel-bed reach and fraction Ifs for the sand-bed reach.  All sedimen...","https://github.com/csdms-contrib/stm"
"CosmoLand","The model tracks both surface CRN concentration and concentration eroded off hillslopes into fluvial network in a simplified landscape undergoing both landslide erosion and more steady 'diffusive-like' erosion. Sediment mixing is allowed in the fluvial network. Code can be used to help successful...","https://github.com/csdms-contrib/cosmoland"
"FTCS1D-NonLinear","Initial metadata was retrieved from http://csdms.colorado.edu/wiki/Model:FTCS1D-NonLinear","https://github.com/csdms-contrib/ftcs1d-nonlinear"
"MARSSIM","A landform evolution model operating at the drainage basin or larger scale. Recent model development has targeted planetary applications.","https://github.com/csdms-contrib/marssim"
"Wetland3P","The model simplifies the geometry of a backbarrier tidal basin with 3 variables: marsh depth, mudflat depth, mudflat width. These 3 variables are evolved by sediment redistribution driven by wave processes. Sediment are exchanged with the open ocean, which is an external reservoir. Organic sedime...","https://github.com/csdms-contrib/wetland3p"
"ADCIRC","ADCIRC is a system of computer programs for solving time dependent, free surface circulation and transport problems in two and three dimensions. These programs utilize the finite element method in space allowing the use of highly flexible, unstructured grids. Typical ADCIRC applications have incl...","http://www.unc.edu/ims/adcirc/development_group.html"
"ECBILT-CLIO","A modeling system consisting of a global, free-surface OGCM (CLIO) coupled to a comprehensive sea ice model and an AGCM (ECBILT). The CLIO model comprises a global, free-surface Ocean General Circulation Model (OGCM) coupled to a comprehensive sea ice model. The OGCM is a primitive equation model...","http://www.knmi.nl/onderzk/CKO/ecbilt.html"
"LONGPRO","A program to calculate the dynamical evolution of a stream's longitudinal profile","https://github.com/csdms-contrib/longpro"
"AgDegNormalSub","This workbook computes the time evolution of a river toward steady state as it flows into a subsiding basin. The subsidence rate s is assumed to be constant in time and space. The sediment is assumed to be uniform with size D. A Manning-Strickler formulation is used for bed resistance. A generic ...","https://github.com/csdms-contrib/stm"
"QTCM","QTCMs are models of intermediate complexity suitable for the modeling of tropical climate and its variability. It occupies a niche among climate models between complex general circulation models and simple models.","http://www.atmos.ucla.edu/~csi/QTCM/"
"BOM","A three-dimensional hydrodynamic multi-purpose model for coastal and shelf seas, which is coupled to biological, resuspension and contaminant models, and resolves mesoscale to seasonal scale processes.","http://www.mi.uib.no/BOM/"
"TopoFlow-Evaporation-Priestley Taylor","This process component is part of a spatially-distributed hydrologic model called TopoFlow, but it can now be used as a stand-alone model.","https://github.com/peckhams/topoflow"
"Coupled1D","Initial metadata was retrieved from http://csdms.colorado.edu/wiki/Model:Coupled1D","https://github.com/csdms-contrib/coupled1d"
"ChesROMS","ChesROMS is a community ocean modeling system for the Chesapeake Bay region being developed by scientists in NOAA, University of Maryland, CRC (Chesapeake Research Consortium) and MD DNR (Maryland Department of Natural Resources) supported by the NOAA MERHAB program. The model is built based on t...","https://www.myroms.org/index.php?page=login"
"SPHYSICS","SPHysics is a Smoothed Particle Hydrodynamics (SPH) code written in fortran for the simulation of potentially violent free-surface hydrodynamics. For release version 1.0, the SPHysics code can simulate various phenomena including wave breaking, dam breaks, sloshing, sliding objects, wave impact o...","http://wiki.manchester.ac.uk/sphysics/index.php/SPHYSICS_Home_Page"
"TopoFlow-Channels-Kinematic Wave","This process component is part of a spatially-distributed hydrologic model called TopoFlow, but it can now be used as a stand-alone model. The kinematic wave method (Lighthill and Whitham, 1955) is the simplest method for modeling flow in open channels. This method combines mass conservation with...","https://github.com/peckhams/topoflow"
"TISC","TISC is a computer program that simulates the evolution of 3D large-scale sediment transport together with tectonic deformation and lithospheric vertical movements on geological time scales. Particular attention is given to foreland sedimentary basin settings. TISC (formerly called tao3D) stands ...","http://cuba.ictja.csic.es/~danielgc/tisc/"
"TopoFlow-Meteorology","This process component is part of a spatially-distributed hydrologic model called TopoFlow, but it can now be used as a stand-alone model.","https://github.com/peckhams/topoflow"
"Terrapin","Terrapin (or TerraPIN) stands for "Terraces put into Numerics". It is a module that generates the expected terraces, both strath and fill, from prescribed river aggradation and degradation.","https://github.com/awickert/terrapin"
"STSWM","The model is related to the numerical solution of the shallow water equations in spherical geometry. The shallow water equations are used as a kernel for both oceanic and atmospheric general circulation models and are of interest in evaluating numerical methods for weather forecasting and climate...","http://www.csm.ornl.gov/chammp/stswm/index.html"
"GOLEM","Landscape evolution model. Computes evolution of topography under the action of rainfall and tectonics.","https://github.com/csdms-contrib/golem"
"Channel-Oscillation","Initial metadata was retrieved from http://csdms.colorado.edu/wiki/Model:Channel-Oscillation","https://github.com/csdms-contrib/channel-oscillation"
"Acronym1D","Acronym1D is an add on to Acronym1R in that it adds a flow duration curve to Acronym1R, which computes the volume bedload transport rate per unit width and bedload grain size distribution from a specified surface grain size distribution (with sand removed).","https://github.com/csdms-contrib/stm"
