"Name","Description","Location"
"GEODE","Google Earth software application for geological data and information mapping and visualization. It contains structural geology mapping tools for data visualization as well..","http://geode.net/"
"Global Multi-Resolution Topography (GMRT) Map Tool","Software application that allows for creation of customizable maps of seafloor bathymetric data up to 100m resolution, global topography data to 30m resolution, and topography data of 10m resolution for some areas of the U.S..","http://www.marine-geo.org/tools/maps_grids.php"
"2SAMPLES","A software code for estimating difference in location and scale between two climate data samples..","http://www.manfredmudelsee.com/soft/2samples/index.htm"
"C2","Software for analyzing and visualizing paleoenvironmental data. The main features are: (1) create and apply transfer functions using weighted averaging (WA), partial least squares (PLS), weighted averaging partial least squares (WAPLS), Imbrie and Kipp factor analysis, modern analogue technique (...","http://www.staff.ncl.ac.uk/stephen.juggins/software/C2Home.htm"
"PRIMELT2.XLS","A software program for calculating primary magma composition and mantle potential temperature (TP) from an observed lava composition..","http://onlinelibrary.wiley.com/doi/10.1029/2008GC002057/abstract;jsessionid=E40E07416C35465518D81840B743986B.f03t03"
"eightplt","Software that fits eight plots on a page. Code written in MatLab for another script, may require necessary call name substitution..","http://www.ltrr.arizona.edu/~dmeko/mfiles1.html"
"SedPak","Software that models the sedimentary fill of basins. It will provide a conceptual framework for modeling the sedimentary fill of basins by visualizing stratal geometries as they are produced between sequence boundaries..","http://csdms.colorado.edu/wiki/Model:SEDPAK"
"CoreViewer v.2","Database of core information. This Web site contains information on rock cores archived at the U.S. Geological Survey (USGS) St. Petersburg Coastal and Marine Science Center (SPCMSC). Archived cores consist of 3- to 4-inch-diameter coral cores, 1- to 2-inch-diameter rock cores, and a few unlabele...","http://olga.er.usgs.gov/coreviewer/"
"Singular Spectrum Analysis Toolkit","A software program to analyze short, noisy time series and multivariate data to perform singular-spectrum analysis..","http://web.atmos.ucla.edu/tcd//ssa/"
"bootRes","An R software package that allows for the calculation of bootstrapped response and correlation functions for use in dendroclimatology.  Code written in R for specific scripts, may require necessary call name substitution..","https://github.com/cszang/bootRes"
"RC-RASC 1.02","A software program that plots ages of stratigraphic events and ranges against depth from tab-delimited text data. Specific syntax instruction are included for ASCII TEXT file containing the data. For Mac OSX Intel and PPC Macs..","http://www.pazsoftware.com/RASC.html"
"Earth System Modeling Framework","High-performance software infrastructure and superstructure for the construction and coupling of climate, weather, and data assimilation applications..","http://www.earthsystemmodeling.org/"
"CoreWall / PSICAT","Software for interpreting sediment core images and drawing core diagrams. Choose from step-by-step instructions on how to capture climate change from a sediment core..","http://serc.carleton.edu/eet/cores/part_1.html"
"GSEBM","A MatLab program providing numerical solutions to the initial value problem and the boundary value problem concerning the Ghil-Sellers model are generated. MATLAB implementation of the Ghil-Sellers model, a one-dimensional diffusive energy balance model of Earth's climate .","http://www.mathworks.co.uk/matlabcentral/fileexchange/46391-gsebm"
"BARCAST","A MatLab software modular script package that codes for multi-proxy, fully Bayesian spatio-temporal temperature reconstructions. Code written in MatLab for specific package, may require necessary call name substitution..","http://www.martintingley.com/wp-content/uploads/2011/08/BARCAST_EXAMPLE_CODE.zip"
"GLAM","A crop distribution/production modeling program. It has the capacity to reproduce observed crop yields for China, Ethiopia and Ghana using observations of rainfall and reanalysis products for radiation and temperature..","http://www.ictp.it/research/esp/models/glam.aspx"
"MODIS Swath-to-Grid Toolbox (MS2GT)","Analytical software tools that read HDF-EOS files containing MODIS swath data and produce flat binary files containing gridded data in a variety of map projections. MS2GT consists of three Perl programs that make calls to several standalone IDL and C programs..","http://nsidc.org/data/modis/ms2gt/"
"PRECIS","A high-resolution regional climate modeling software that can be run over any area of the globe on a relatively inexpensive, fast PC to provide regional climate information for impacts studies..","http://www.metoffice.gov.uk/precis/"
"RAMPFIT","A software code for quantifying a climate transition using a nonlinear regression and a search for a global optimum..","http://www.manfredmudelsee.com/soft/rampfit/index.htm"
"R-analogue","Software for statistical computing and graphics. It compiles and runs on a wide variety of UNIX platforms, Windows and MacOS..","http://www.r-project.org/index.html"
"A Practical Guide to Wavelet Analysis","A software code for performing wavelet analysis on time series data, including significance and confidence testing..","http://paos.colorado.edu/research/wavelets/"
"Blueview (from Schlumberger)","Software for well log analyses.  Software displays, annotates, edits, splices, and prints log images. You can divide images into smaller segments and reassemble them into new logs or combine them as side-by-side log displays. .","http://www.slb.com/services/characterization/data_utilities/blueview_log_image_software.aspx"
"Flexible Modeling System (FMS)","A modeling software framework for supporting the efficient development, construction, execution, and scientific interpretation of atmospheric, oceanic, and climate system models..","http://www.gfdl.noaa.gov/fms"
"GNRD","Software recognition for global scientific names. Software will search and find web pages, PDF's, Microsoft Office documents, images, or in freeform text for scientific names. .","http://gnrd.globalnames.org/"
"IsoMap","Software for spatial analysis, modeling, and prediction of stable isotope ratio variation in the natural environment. The software consists of a suite of web-based GIS and software tools allowing users to easily explore, develop, and implement models for isotope distributions..","http://isomap.org/"
"Vector Rose 3","A orientation analysis software application that calculates circular-normal statistics and plots a circular histogram, linear histogram or class frequencies for any set of angular data, or any data with a circular normal distribution. For MacOS. .","http://www.pazsoftware.com/VectorRose.html"
"Ncview 2.1.2","A visual browsing software for netCDF format files. Functionality includes viewing simple movies of the data, viewing along various dimensions, looking at the actual data values, changing color maps, inverting the data, etc..","http://meteora.ucsd.edu/~pierce/ncview_home_page.html"
"SRCC MSU LAKE Model","A one-dimensional software model describing thermodynamical processes in lakes and in the respective groundwater beneath. All the prognostic variables are assumed to be dependent only on depth and time, or only on time (e.g. lake depth)..","http://www.inm.ras.ru/laboratory/models_en.htm"
"Java Climate Model","An interactive climate software model that includes atmospheric chemical parameters, with outputs including global temperature models, socioeconomic projections, greenhouse gas emissions, and more..","http://jcm.climatemodel.info/"
"wtsbinom","Software that weights for binomial filter with specified frequency response. Code written in MatLab for another script, may require necessary call name substitution..","http://www.ltrr.arizona.edu/~dmeko/mfiles1.html"
"Climate Model Output Rewriter (CMOR)","An analysis software of C-based functions, with bindings to both Python and FORTRAN 90, that can be used to produce CF-compliant netCDF files that fulfill the requirements of many of the climate community's standard model experiments. The output resulting from CMOR is "self-describing" and facili...","http://kitt.llnl.gov/cmor/"
"PUMA/Grey Atmoshpere","A modeling software that is the PUMA model, with the inclusion of a very simple radiative scheme and a simple model for the surface..","http://www.mi.uni-hamburg.de/PUMA.215.0.html"
"ICON","A non-hydrostatic, icosahedron-based, dynamical core climate model, developed using finite volume discretization techniques used for weather prediction..","http://www.mpimet.mpg.de/en/science/models/icon.html"
"arspectrum","Software that creates the spectrum of an AR(1) or AR(2) process. Code written in MatLab for another script, may require necessary call name substitution..","http://www.ltrr.arizona.edu/~dmeko/mfiles1.html"
"Glimmer CISM","An open source (GPL) three-dimensional thermomechanical ice sheet model, designed to be interfaced to a range of global climate models..","http://sourceforge.net/projects/glimmer-cism.berlios/"
"PyClimate","A Python software package designed to accomplish some usual tasks needed during the analysis of climate variability. It provides functions to handle simple I/O operations, handling of COARDS-compliant netCDF files, EOF analysis, SVD and CCA analysis of coupled data sets, some linear digital filte...","http://fisica.ehu.es/pyclimate"
"Community Sea Ice Model (CSIM)","a dynamic-thermodynamic model that includes a subgrid-scale ice thickness distribution..","http://www.cesm.ucar.edu/models/ice-csim/"
"Ice Sheet Initiative for Climate ExtremeS (ISICLES)","An ice sheet modeling software that includes "self -correcting" and algebraic multigrid methods, a hierarchical blocking structure to maximize scalability, and a full-Stokes flow model with adaptive grid refinement..","http://www.csm.ornl.gov/ISICLES/"
"HadGEM1","A coupled climate modeling software incorporating a non-hydrostatic, fully compressible, deep atmosphere formulation with a semi-implicit semi-Lagrangian time integration scheme. It contains both an atmospheric component with 38 levels extending up to 40 km in height, with a horizontal resolution...","http://www.metoffice.gov.uk/research/modelling-systems/unified-model/climate-models/hadgem1"
"MOLSCAT","A software code for quantum mechanical (coupled channel) solution of the nonreactive molecular scattering problem. .","http://www.giss.nasa.gov/tools/molscat/"
"LogPlot 5","A software program that plots up to 10 columns (logs) against a common depth. Data is read directly from ASCII text data (spreadsheets) or extracted from LAS files. Plot types include: x-y points, x-y line plots (log style), bar charts (log style), max-min, and cumulative plots. Specific syntax i...","http://www.pazsoftware.com/LogPlot5.html"
"ocean.phase.f","A software code that calculates Fourier components of the Stokes reflection matrix for illumination from above for a statistically rough surface separating two half-spaces with different refractive indices. The effect of shadowing is included. .","http://www.giss.nasa.gov/staff/mmishchenko/brf/"
"HDF-EOS Imaging Tool (EOS-IT)","A bimodal, analytical software package interface. One mode opens, geolocates, and visualizes multiple swath or grid products in separate but dynamically linked windows. The other mode allows users to examine individual bits from data fields. (Users must have IDL 5.6 installed to run EOS-IT.).","http://nsidc.org/data/tools/eosit/"
"mafiltl","Software that creates evenly-weighted moving average of an annual time series. Code written in MatLab for another script, may require necessary call name substitution..","http://www.ltrr.arizona.edu/~dmeko/mfiles1.html"
"ANOVA","A MatLab software code for two-factor (location and year) analysis-of-variance model for the calculation of climate anomalies, in which the reference interval is specified as the full length of the dataset..","ftp://ftp.ncdc.noaa.gov/pub/data/paleo/softlib/anova/"
"GFDL Model","An enseble of long-running climate models, with land, atmosphere, sea, and ice components..","http://www.gfdl.noaa.gov/model-development"
"ShawPlot 2.0","A software program that plots X-Y graphic correlation and straight well to well correlation of common events from 2 wells. Specific syntax instruction are included for ASCII TEXT file containing the data. For Mac OSX Intel and PPC Macs..","http://www.pazsoftware.com/ShawPlot.html"
"CCSM  Coupler (cpl6)","A modeling software that couples the CCSM component models CAM, CSIM, CLM, and POP..","http://www.cesm.ucar.edu/models/ccsm3.0/cpl6/"
"tellervo","Software package used to measure, curate and analyze dendrochronological samples. It has a server/client architecture enabling users to collaborate within and between laboratories..","http://www.tellervo.org/"
"CSIRO Mk3L","A climate system modeling software and source code featuring low-resolution version of the CSIRO climate system model, a coupled atmosphere-sea ice-ocean general circulation model, and a design enabling millennial-scale simulations of climate variability and change..","http://www.tpac.org.au/resources/csiro-mk3l-source-code/"
"Model of Agricultrual Production and its Impact on the Environment (MAgPIE)","A global land use allocation modeling software, which is coupled to the grid-based dynamic vegetation model LPJmL, with a spatial resolution of 0.5°x0.5°. It takes regional economic conditions such as demand for agricultural commodities, technological development and production costs as well as s...","https://www.pik-potsdam.de/research/projects/activities/land-use-modelling/magpie"
"AgeDepthPlot 1.08a","A software program that finds the optimum scaled sequence of events from multiple files of taxa events. Specific syntax instruction are included for ASCII TEXT file containing the data. For Mac OSX Intel and PPC Macs..","http://www.pazsoftware.com/TimeDepth.html"
"IMCORR Software","Analytical software that uses two images and input parameters and matches small sub-scenes from the two images..","http://nsidc.org/data/velmap/imcorr.html"
"SSA-MTM Toolkit","A software program to analyze short, noisy time series, as well as multivariate data. Includes traditional Blackman-Tukey windowed correlogram, multi-taper method, and maximum-entropy method power-spectrum estimation..","http://www.atmos.ucla.edu/tcd/ssa"
"panFMP","A software framework suitable for harvested XML metadata, searchable through Apache Lucene without any additional RDBMS. Fields can be defined by XPath allowing for full text queries on all types of fields including numerical ranges..","http://www.panfmp.org/"
"neotoma","Access to the Neotoma Paleoecological Database Through R","https://github.com/ropensci/neotoma"
"Stomatal Index-CO2 Code for Estimating Ancient Atmospheric CO2 from Leaf Stomatal Index","A MATLAB software code for CO2 estimates from leaf stomatal index..","ftp://ftp.ncdc.noaa.gov/pub/data/paleo/softlib/beerling2009co2/readme-beerling2009co2.txt"
"Meso-NH","A non-hydrostatic mesoscale atmospheric modeling software. It incorporates a non-hydrostatic system of equations, for dealing all scales ranging from large (synoptic) to small (large eddy) scales while calculating budgets; has a complete set of physical parameterizations, particularly advanced fo...","http://www.drihm.eu/index.php/support/drihm-components/models/2013-10-21-15-03-06"
"COVE","A geographical mapping and visualization software system that incorporates bathymetry, temperature, topography, color gradients, and 3D visualization of datasets. .","http://cove.ocean.washington.edu/"
"rwlinp","Software that loads rwl series as "indexed vector" into MATLAB. Code written in MatLab for another script, may require necessary call name substitution..","http://www.ltrr.arizona.edu/~dmeko/mfiles1.html"
"Virtual Ocean 2.5.9","Software application combining GeoMapApp and NASA WorldWind. The base is the Global Multi-Resolution Topography synthesis of satellite altimetry and bathymetry data.  It requires Java version 1.7 or later. An update now allows for viewing of seismic reflection profiles in 3-D fence projections, a...","http://www.virtualocean.org/"
"CHYM","A distributed hydrological modeling software that uses an iterative algorithm to automatically calculate the drainage network from minimal adjustments to a 1km resolution digital elevation map. It has been coupled to the REGCM model, and also to ECMWF forecasts..","http://www.ictp.it/research/esp/models/chym.aspx"
"rpy2","Software redesign from rpy that provides low-level interface to R from Python, a proposed high-level interface, including wrappers to graphical libraries, as well as R-like structures and functions..","http://rpy.sourceforge.net/"
"NCAR Command Language (NCL) 6.2.0","An interpreted software language designed specifically for scientific data analysis and visualization. It supports necCDF2/4, GRIB1/2, HDF-SDS, HDF4-EOS, binary, shapefiles, and ascii files. Analysis functions and graphics creation are built in..","http://www.ncl.ucar.edu/"
"specbt1","Software that creates the spectrum of a single time series by Blackman Tukey method. Code written in MatLab for another script, may require necessary call name substitution..","http://www.ltrr.arizona.edu/~dmeko/mfiles1.html"
"GTAP-EF/W","A computable general equilibrium modeling software for studying the economic impacts of climate change and water resources. .","http://www.fnu.zmaw.de/index.php?id=5680&L=3"
"Counter 4.5","A data acquisition and quality control software that emulates an expanded manual mechanical counter..","http://www.pazsoftware.com/Counter4.html"
"Diversity Calculator 4.5","A software program that calculates ten diversity measures from spreadsheet data. The program looks through each sample (row) of a spreadsheet and counts the species (columns) with non-zero entries. Measures include richness, richness ratio, Simpson index, normalized Shannon-Wiener index, McIntosh...","http://www.pazsoftware.com/Diversity.html"
"Gradistat V8","Software for particle size analysis. The programme runs in Microsoft Excel, and is suitable for calculating particle size statistics for sieve or laser granulometer data..","http://www.kpal.co.uk/gradistat.html"
"ChronoZoom","Software providing interactive time scale data visualization for geologic, cosmologic, and biologic history on earth. Visual perspective of multi-subject linear time scales and events-based temporal progression..","http://www.chronozoom.com/"
"Geographix","Software for visualization and field planning for geo technicians, geology, exploration geophysics, petrophysics, engineering, and land management. .","http://www.lmkr.com/geographix"
"WorldClim","A software that produces global climate layers with spatial resolution of 1 square km. The data can be used for mapping and spatial modeling in GIS, etc..","http://www.worldclim.org/"
"trimnan","Software that removes any trailing NaN from a time series. Code written in MatLab for another script, may require necessary call name substitution..","http://www.ltrr.arizona.edu/~dmeko/mfiles1.html"
"Palyhelp Suite for Statistical Questions in Palynological and Paleoecological Research","Software suite of 6 programs. These programs address common statistical questions in palynological and paleoecological research..","http://www.ncdc.noaa.gov/paleo/softlib/palyhelp.html"
"Goddard Institute for Space Studies (GISS) GCM Model AOM-GR","A computer software model program that simulates the Earth's climate in three dimensions on a latitude-longitude grid. The specified input parameters include physical constants, the Earth's orbital parameters, the Earth's atmospheric constituents, the Earth's topography, the Earth's surface distr...","http://aom.giss.nasa.gov/"
"NeuraLog/NeuraView","Software for commercial well log analysis. The software will display, edit, process, annotate and print large documents. From this product you will be able to read any standard TIFF, JPG, BMP, PDS, PDF, CGM, EMF and LAS image (color, greyscale, or BandW) and will display that image in the view wi...","http://www.neuralog.com/pages/NeuraView.html"
"Climate  Explorer","A software web application to statistically analyze climate data. It acts as a data repository, accepting data and software submissions..","http://climexp.knmi.nl/"
"Generalized Ocean Layered Model (GOLD)","A generalized Lagrangian-coordinate ocean model software program. It is capable of working in geo-potential (z*), terrain-following (?), layered isopycnal and a continuous isopycnal (?) coordinates..","http://www.gfdl.noaa.gov/gold-ocean-model"
"ESRI - GIS","This software is used for creating maps which can be used to visualize, question, analyze, interpret, and understand data to reveal relationships, patterns, and trends..","http://www.esri.com/"
"dcplot.R","Software script that generates names of months, their representative axis labels, and variable distinctions (horizontal view). Code written in R for another script, may require necessary call name substitution..","https://github.com/cszang/bootRes/blob/master/R/dcplot.R"
"grplot","Software that creates grouped plots of ring width series. Code written in MatLab for another script, may require necessary call name substitution..","http://www.ltrr.arizona.edu/~dmeko/mfiles1.html"
"Geofrat","Software for geothermal financial risk classification and assessment tool. Choose from different Monte Carlo simulation assumptions which include: average temperature range, porosity range, reservoir thickness, reservoir area, reservoir rock density (limestone), specific heat of reservoir rock (l...","http://geofrat.egi.utah.edu/Default.aspx"
"crn2vec2","Software that converts .crn file to vectors. Code written in MatLab for another script, may require necessary call name substitution..","http://www.ltrr.arizona.edu/~dmeko/mfiles1.html"
"DePreSys","A decadal climate prediction system. Initialization is achieved by relaxing to full-depth analyses of ocean temperature and salinity, and atmosphere analyses of winds, temperature and surface pressure..","http://www.metoffice.gov.uk/research/modelling-systems/unified-model/climate-models/depresys"
"Boston Subsurface Project","A web-based GIS software system that explores subsurface bore data with respect to Boston historical city planning geology, foundational subsurfaces, etc..","http://bostonsoil.atech.tufts.edu/"
"Titan23","a Java application which displays a Titan "sunclock", a graphical representation of the planet Titan showing its current sun- and nightsides, along with a numerical readout of the time in 24-hour format. For Mac OS, Windows, Linux, OS/2, etc..","http://www.giss.nasa.gov/tools/titan24/"
"mdcplot.R","Software program to check if x input is a single data.frams as returned by the old version of mdcc.R script (https://github.com/cszang/bootRes/blob/master/R/mdcc.R), or a list of data.frames as returned by the newer version (> 1.2.2). If the first is true, it only takes the coefficients. Code wri...","https://github.com/cszang/bootRes/blob/master/R/mdcplot.R"
"Loch-Vecode-Ecbilt-Clio-agIsm Model (LOVECLIM) ECBILT","A global, spectral, quasi-geostrophic modeling software, truncated at T21, with simple parameterizations for the adiabatic heating due to radiative fluxes, the release of latent heat, and the exchange of sensible heat with the surface..","http://www.elic.ucl.ac.be/repomodx/elic/index.php?id=81"
"Portable University Model of the Atmosphere (PUMA)","A modeling software that provides a circulation model in Fortran-90 that includes major relevant atmospheric processes..","http://www.mi.uni-hamburg.de/PUMA.215.0.html?&L=3%2525252525252520%2525252525252527"
"CM2M","A modeling software that uses an isopycnal coordinate with 59 density levels and a four-layer refined bulk mixed layer scheme with two transition layers..","http://www.gfdl.noaa.gov/cm2m-and-cm2g"
"Hadley Centre Coupled Model version 3 (HadCM3)","An atmospheric-ocean coupled general circulation modeling software with advanced physical parameterizations..","http://www.metoffice.gov.uk/research/modelling-systems/unified-model/climate-models/hadcm3"
"Mapx","An object-oriented geographic coordinate transformation software library available in both C and Java..","http://geospatialmethods.org/mapx/"
"dplR","Software performing tree ring analysis, IO, and graphics..","http://cran.r-project.org/web/packages/dplR/index.html"
"interp.f","A software code computes the bidirectional reflection function for a given set of scattering geometries. Written in Fortran..","http://www.giss.nasa.gov/staff/mmishchenko/brf/"
"Hallberg Isopycnal Model (HIM)","A modeling software that is the older prototype isopycnal coordinate ocean model, where ost of the capabilities of HIM are now available via the GOLD Model..","http://www.gfdl.noaa.gov/gold-ocean-model"
"Quantum GIS","Software for visualizing, managing, editing, analyzing data, and composing printable maps. Software runs on Linux, Unix, Mac OSX, Windows and Android and supports numerous vector, raster, and database formats and functionalities..","http://qgis.org/en/site/"
"brf.R","A software script for fixed indexing with a built-in significance test using eigenvectors. Code written in R for specific scripts, may require necessary call name substitution..","https://github.com/cszang/bootRes/blob/master/R/brf.R"
"Tripoli","An open-source, platform-independent software package that transforms measured data, lab parameters, and physical and decay constants into U-Pb dates, uncertainties, and visualizations, and archives the results..","http://www.earth-time.org/software.html"
"Earth Engine","A mapping and visualization software that combines world satellite imagery over the last 40 years. Data and tools for the imagery is available. Time-lapse satellite constructions are provided for visualization..","https://earthengine.google.org/"
"Lithology Column 2","A software program that creates lithologic logs for core descriptions or outcrop sections from tab-delimited text data. Specific syntax instruction are included for ASCII TEXT file containing the data. For Mac OSX Intel and PPC Macs..","http://www.pazsoftware.com/LithologyColumn2.html"
"Scratchpads","Software used for creating websites to share scientific data. Sites can focus on specific taxonomic groups, or the biodiversity of a biogeographic region, or indeed any aspect of natural history. Key features include: tools to manage biological classifications, bibliography management, media (ima...","http://scratchpads.eu/"
"skelcrn","Software that creates skeleton plot from crn file or ring-width series. Code written in MatLab for another script, may require necessary call name substitution..","http://www.ltrr.arizona.edu/~dmeko/mfiles1.html"
"EdGCM: Educational Global Climate Model","Software for simulating a Global Climate Model. The software is meant for educational purposes and to improve the quality of teaching and learning of climate-change science through broader access to GCMs, and to provide appropriate technology and materials to help educators use these models effec...","http://edgcm.columbia.edu/"
"Petra","Software for commercial subsurface well log analysis and correlation. .","http://forums.esri.com/Thread.asp?c=93&f=1149&t=237045"
"T-Matrix","Software codes for the computation of electromagnetic scattering by homogeneous, rotationally symmetric nonspherical particles in fixed and random orientations, a superposition T-matrix code for randomly oriented two-sphere clusters with touching or separated components, and superposition T-matri...","http://www.giss.nasa.gov/staff/mmishchenko/t_matrix.html"
"BACON","Software for Bayesian age-depth modeling for Windows, Mac, and Linux..","http://chrono.qub.ac.uk/blaauw/bacon.html"
"NASA WorldWind","Software application that runs open-source, high-performance 3-D Virtual globe API and SDK for geographical terrain data and map visualization. It runs on Windows, Mac OS, Linux, iOS and Android..","http://worldwind.arc.nasa.gov/java/"
"Match 2.3.1","Software that finds accumulation rates and the optimal alignment of Paleoclimatology signals. Written in C++, functional in MatLab..","http://lorraine-lisiecki.com/match.html"
"pdgmraw","Software that creates raw periodogram of a time series. Code written in MatLab for another script, may require necessary call name substitution..","http://www.ltrr.arizona.edu/~dmeko/mfiles1.html"
"Model Codes (other)","DISCIPLINE KEYWORDS: Climatology and Atmospheric, Climatology, Paleoclimatology, Paleoenvironment.","http://www.realclimate.org/index.php/data-sources/"
"StratChart 2","A software program that creates multi-column stratigraphic charts from tab-delimited text spreadsheet data. Specific syntax instruction are included for ASCII TEXT file containing the data. For Mac OSX Intel and PPC Macs..","http://www.pazsoftware.com/StratChart2.html"
"Weather Research and Forecasting (WRF) Model","A next-generation mesoscale numerical weather prediction modeling software system featuring two dynamical cores; a data assimilation system, and a software architecture allowing for parallel computation and system extensibility..","http://www.wrf-model.org/index.php"
"Nucleus for European modeling of the Ocean (NEMO) 3.2","A modeling software framework for oceanographic research, operational oceanography seasonal forecast and climate studies. It allows several ocean related components of the earth system to work together or separately. It also allows a two-way nesting via the AGRIF software. It is interfaced with t...","http://www.nemo-ocean.eu/"
"Integrated Data Viewer","A Java-based software framework for analyzing and visualizing geoscience data. Its data visualization capacities span from modeling data output,  to observation data, satellite and radar imagery, and geoscience data..","http://www.unidata.ucar.edu/software/idv/"
"CoreWall CoreNavigator","A 3D visual indexing software of complex core-stratigraphic sedimentary datasets and databases. CoreWall is a real-time stratigraphic correlation, core description, and data visualization system..","http://www.corewall.org/"
"LOVECLIM LOCH","A three-dimensional modeling software of the oceanic carbon cycle..","http://www.elic.ucl.ac.be/repomodx/elic/index.php?id=85"
"SPEEDY 41","A software package that runs a hydrostatic, ó-coordinate, spectral-transform model in the vorticity-divergence form described by Bourke (1974), with semi-implicit treatment of gravity waves. The basic prognostic variables are vorticity (Vor), divergence (Div), absolute temperature (T) and the log...","http://users.ictp.it/~kucharsk/speedy_description/km_ver41_appendixA.pdf"
"FIM Global Model","A global climate modeling software that combines three numerical designs: An icosahedral horizontal grid, mostly hexagons except for 12 pentagons ("I" in FIM), an isentropic-sigma hybrid vertical coordinate, adaptive, concentrates around frontal zones, tropopause, similar to RUC model ("F" for Fl...","http://fim.noaa.gov/"
"Arand","Software application for time series and spectral analysis. Functionality includes assigning time to depth from age model, interpolating data at an even time step, spectral and cross-spectral analysis, and data filtering. Updated 2012, requires Mac with Intel processor..","ftp://ftp.ncdc.noaa.gov/pub/data/paleo/softlib/arand/"
"Grid Analysis and Display System (GrADS)","An interactive desktop software tool that is used for access, manipulation, and visualization of earth science data. It has two data models for handling gridded and station data, and supports many data file formats, including binary (stream or sequential), GRIB (version 1 and 2), NetCDF, HDF (ver...","http://www.iges.org/grads/"
"trailnan","Software that removes any trailing NaN from a time series. Code written in MatLab for another script, may require necessary call name substitution..","http://www.ltrr.arizona.edu/~dmeko/mfiles1.html"
"MAGICC Regional Climate SCENario GENerator (SCENGEN)","A coupled interactive modeling software that allows users to investigate future climate change and its uncertainties at both the global-mean and regional levels. SCENGEN uses the results of the MAGICC model, together with spatially detailed results from the CMIP3/AR4 archive of AOGCMs, to produce...","http://www.cgd.ucar.edu/cas/wigley/magicc/"
"Petrel","Software for commercial subsurface well log analysis and correlation. Software platform provides a complete solution from exploration to production, integrating geology, geophysics, geological modeling, drilling, geomechanics, reservoir simulation, and more..","http://www.software.slb.com/products/platform/Pages/petrel.aspx"
"filter1","Software that low-pass filters a time series using specified weights. Code written in MatLab for another script, may require necessary call name substitution..","http://www.ltrr.arizona.edu/~dmeko/mfiles1.html"
"nbrf.R","Software script that runs a non-bootstrapped version of brf.R fixed indexing (https://github.com/cszang/bootRes/blob/master/R/brf.R). Code written in R for another script, may require necessary call name substitution..","https://github.com/cszang/bootRes/blob/master/R/nbrf.R"
"LIM1D","a one-dimensional sea ice model specifically designed for testing physical parameterizations and for interpreting field observations. Its thermodynamic component is a multi-layer energy conserving model with thermal properties depending on the brine content. The brine dynamic component consists i...","http://www.elic.ucl.ac.be/repomodx/lim/index.php?id=50"
"RegEM- Schneider","A MatLab software script package for the estimation of mean values and covariance matrices from incomplete datasets, and the imputation of missing values in incomplete datasets. The modules implement the regularized EM algorithm described in T. Schneider, 2001: Analysis of incomplete climate data...","http://www.clidyn.ethz.ch/imputation/index.html"
"mdcc.R","A software program that returns significance flags for moving stats (if boot=TRUE). Code written in R for another script, may require necessary call name substitution..","https://github.com/cszang/bootRes/blob/master/R/mdcc.R"
"Model for the Assessment of Greenhouse-gas Induced Climate Change (MAGICC) 5.3.v2","A coupled interactive modeling software that allows users to investigate future climate change and its uncertainties at both the global-mean and regional levels. MAGICC carries through calculations at the global-mean level using the same upwelling-diffusion, energy-balance climate model that has ...","http://www.cgd.ucar.edu/cas/wigley/magicc/"
"Globally Resolved Energy Balance (GREB) Climate Model","A global climate modeling software that includes processes such as solar radiation, thermal radiation, hydrological cycle, sensible heat, advection, diffusion, sea ice, deep ocean, and more..","http://users.monash.edu.au/~dietmard/content/GREB/GREB_model.html"
"Analyseries","A time series analysis software tool that transforms "data versus depth" records into "data versus age" records, and completes spectral analysis of paleo climatic records with respect to insolation, ice volume, and other climatic parameters. For Macintosh OS..","http://code.google.com/p/analyseries/"
"G.Projector","A cross-platform desktop application software for easy exploration of over 100 map projections, including transformation of input equirectangular map images. Longitude-latitude gridlines and continental outlines may be drawn on the map, and the resulting image may be saved to disk in GIF, JPEG, P...","http://www.giss.nasa.gov/tools/gprojector/"
"HeFTy","Software for forward and inverse modeling of low-temperature thermochronometry data. .","http://rimg.geoscienceworld.org/content/58/1/275.extract"
"dcc.R","A software script for running a fixed significance test, if zero is included in the dataset. Code written in R for another script, may require necessary call name substitution..","https://github.com/cszang/bootRes/blob/master/R/dcc.R"
"Coral X-radiograph Densitometry System","A software tool for measurement of linear extension, density, and calcification from coral X-radiographs..","http://www.nova.edu/ocean/coralxds/index.html"
"Simulation Code for POLythermal Ice Sheets 3.2 (SICOPOLIS)","A 3-d dynamic/thermodynamic model which simulates the evolution of large ice sheets. It is based on the shallow ice approximation for grounded ice and the shallow shelf approximation for floating ice. It is coded in Fortran 90 and uses finite difference discretization on a staggered (Arakawa C) g...","http://www.sicopolis.net/"
"Predicting Ice Sheet and Climate Evolution at Extreme Scales (PISCEES)","An earth system modeling software that includes robust, accurate, and scalable dynamical cores for ice sheet modeling on structured and unstructured meshes with adaptive refinements, new tools and data sets for verification and validation (VandV) and uncertainty quantification (UQ), and simulates...","http://www.scidac.gov/PISCEES/"
"suplabel","Software that places text as a title, xlabel, or ylabel on a group of subplots. Code written in MatLab for another script, may require necessary call name substitution..","http://www.ltrr.arizona.edu/~dmeko/mfiles1.html"
"c123tss","Software that creates thirteen-column monthly climate matrix to time-series structure. Code written in MatLab for another script, may require necessary call name substitution..","http://www.ltrr.arizona.edu/~dmeko/mfiles1.html"
